Participant_ID,Group,IMI_Score_Item_1,IMI_Score_Item_2,IMI_Score_Item_3,IMI_Score_Item_4,IMI_Score_Item_5,IMI_Score_Item_6,IMI_Score_Item_7,IMI_Score_Item_8,IMI_Score_Item_9,IMI_Score_Item_10,IMI_Score_Item_11,IMI_Score_Item_12,IMI_Score_Item_13,IMI_Score_Item_14,IMI_Score_Item_15,IMI_Score_Item_16,IMI_Score_Item_17,IMI_Score_Item_18,IMI_Score_Item_19,IMI_Score_Item_20,IMI_Score_Item_21,IMI_Score_Item_22,IMI_Score_Item_23,IMI_Score_Item_24,IMI_Score,PAS_Score_Item_1,PAS_Score_Item_2,PAS_Score_Item_3,PAS_Score_Item_4,PAS_Score_Item_5,PAS_Score_Item_6,PAS_Score_Item_7,PAS_Score_Item_8,PAS_Score_Item_9,PAS_Score_Item_10,PAS_Score_Item_11,PAS_Score,CLS_Score_Item_1,CLS_Score_Item_2,CLS_Score_Item_3,CLS_Score_Item_4,CLS_Score_Item_5,CLS_Score_Item_6,CLS_Score_Item_7,CLS_Score_Item_8,CLS_Score_Item_9,CLS_Score,SPQ_Score_Item_1,SPQ_Score_Item_2,SPQ_Score_Item_3,SPQ_Score_Item_4,SPQ_Score_Item_5,SPQ_Score_Item_6,SPQ_Score_Item_7,SPQ_Score_Item_8,SPQ_Score_Item_9,SPQ_Score_Item_10,SPQ_Score_Item_11,SPQ_Score_Item_12,SPQ_Score,TAM_Score_Item_1,TAM_Score_Item_2,TAM_Score_Item_3,TAM_Score_Item_4,TAM_Score_Item_5,TAM_Score_Item_6,TAM_Score_Item_7,TAM_Score_Item_8,TAM_Score_Item_9,TAM_Score_Item_10,TAM_Score_Item_11,TAM_Score_Item_12,TAM_Score,Performance_T2
P00166,Individual,5,6,5,1,6,7,5,4,4,7,7,6,6,4,5,5,6,7,7,3,6,6,6,4,5.333333333333333,7,1,1,3,6,2,2,4,3,2,4,3.1818181818181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6
P00167,Individual,7,7,6,6,5,6,5,5,7,7,3,5,4,5,6,6,5,2,4,7,1,7,6,7,5.375,3,1,3,5,4,2,3,2,2,4,1,2.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.14
P00168,Individual,4,3,5,7,5,3,6,7,4,4,6,7,4,3,6,6,5,4,7,6,4,5,3,6,5.0,2,2,3,3,4,4,3,4,3,2,3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.75
P00170,Individual,3,5,6,5,6,5,4,4,6,4,7,7,3,7,7,6,6,7,5,5,3,5,6,6,5.333333333333333,4,2,2,6,3,3,3,2,5,2,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.25
P00171,Individual,2,4,4,6,4,7,7,6,5,5,3,5,4,6,7,6,2,5,5,5,4,6,3,4,4.791666666666667,4,1,4,1,5,2,2,3,2,3,4,2.8181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.54
P00172,Individual,6,5,5,7,7,4,5,5,5,3,5,7,6,1,7,7,5,6,4,4,7,5,2,5,5.125,3,5,3,2,4,3,2,5,3,3,3,3.272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1
P00173,Individual,4,5,5,7,6,6,5,7,6,5,5,4,6,5,4,7,3,5,7,6,5,6,5,3,5.291666666666667,2,5,2,2,2,3,2,4,3,4,1,2.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.53
P00175,Individual,5,5,7,4,4,4,5,4,4,4,5,3,5,7,5,7,7,6,5,5,6,5,2,6,5.0,1,1,3,3,1,3,4,1,5,1,6,2.6363636363636362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.71
P00176,Individual,5,2,5,6,5,4,4,7,5,7,4,5,6,3,3,7,3,2,7,3,5,5,1,5,4.541666666666667,3,3,4,2,4,2,1,1,1,4,1,2.3636363636363638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.62
P00177,Individual,5,5,7,5,6,5,5,7,3,7,6,4,7,2,4,3,6,4,6,5,4,6,5,4,5.041666666666667,7,2,1,2,1,4,3,3,2,2,2,2.6363636363636362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.52
P00178,Individual,6,6,6,6,7,6,6,7,4,4,3,5,2,6,5,7,4,5,7,7,4,5,6,6,5.416666666666667,2,5,1,2,3,3,5,5,2,5,2,3.1818181818181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2
P00180,Individual,5,6,7,5,4,6,5,4,4,3,4,7,5,4,6,4,5,5,6,3,4,3,5,7,4.875,2,2,4,4,3,4,1,5,6,4,1,3.272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.01
P00181,Individual,6,5,7,6,4,5,4,5,4,7,7,3,2,5,3,5,6,7,5,5,2,5,5,6,4.958333333333333,2,2,1,1,1,1,3,2,2,1,1,1.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.87
P00182,Individual,4,5,3,7,5,4,5,7,5,5,4,2,5,6,7,2,3,4,5,5,5,6,4,7,4.791666666666667,3,2,5,5,4,1,5,4,6,5,5,4.090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6
P00183,Individual,7,7,6,3,5,6,5,3,3,4,6,7,7,7,5,3,4,5,4,5,6,6,5,2,5.041666666666667,2,3,5,2,4,3,3,4,2,2,3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.07
P00185,Individual,5,7,7,5,4,4,6,5,5,4,4,6,3,7,4,5,3,5,5,5,7,5,4,4,4.958333333333333,4,5,3,4,4,5,1,4,4,1,1,3.272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.64
P00186,Individual,4,4,6,6,7,4,4,7,6,5,6,5,6,5,6,3,4,4,5,4,4,3,6,5,4.958333333333333,1,2,3,2,2,3,3,1,4,2,3,2.3636363636363638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.05
P00187,Individual,4,4,5,7,3,7,5,5,4,4,4,4,5,5,7,3,5,6,4,6,5,1,6,4,4.708333333333333,1,4,2,4,5,2,4,2,6,2,4,3.272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2
P00188,Individual,6,4,5,2,6,6,5,1,3,4,6,6,5,6,4,6,6,6,5,7,6,4,6,6,5.041666666666667,2,4,3,1,3,2,4,4,3,5,3,3.090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.67
P00200,Individual,5,6,6,6,5,3,6,6,2,4,4,5,4,5,5,5,4,4,4,6,6,4,7,5,4.875,5,2,1,3,3,3,2,3,2,2,4,2.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.58
P00201,Individual,6,5,5,3,5,1,4,5,6,5,6,2,5,3,3,5,7,6,5,5,4,4,6,3,4.541666666666667,4,2,4,4,1,2,2,1,1,6,4,2.8181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.59
P00202,Individual,6,4,5,6,6,4,3,7,5,5,5,5,5,7,5,3,5,4,7,7,5,3,3,5,5.0,3,2,2,2,3,1,1,2,5,2,3,2.3636363636363638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.07
P00203,Individual,7,7,5,4,4,5,5,6,6,6,7,7,5,7,5,7,7,7,5,4,3,5,7,5,5.666666666666667,4,4,2,5,1,1,1,2,3,3,3,2.6363636363636362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.34
P00205,Individual,5,5,5,6,4,7,5,5,5,4,6,4,6,7,4,5,6,5,6,6,7,4,4,5,5.25,1,4,1,6,5,3,4,1,7,2,3,3.3636363636363638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.03
P00206,Individual,6,4,5,4,4,4,6,3,4,6,7,6,4,5,5,5,7,6,7,5,7,5,4,7,5.25,1,2,2,7,6,5,2,6,3,4,3,3.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.89
P00207,Individual,5,5,6,6,5,7,1,6,6,7,5,5,7,7,5,6,7,2,4,7,7,6,5,4,5.458333333333333,2,5,2,3,2,4,2,3,1,1,3,2.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.16
P00208,Individual,7,2,4,5,5,4,4,4,5,7,5,7,6,7,1,5,7,4,7,7,4,4,4,4,4.958333333333333,1,3,1,4,4,1,5,4,4,2,4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.46
P00210,Individual,6,6,1,6,3,6,7,4,5,4,7,5,7,6,6,5,6,3,5,5,6,5,4,5,5.125,1,1,4,4,3,5,2,1,3,2,2,2.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.53
P00211,Individual,4,2,5,3,6,4,7,7,6,3,7,7,5,7,4,2,4,7,3,5,5,4,5,5,4.875,2,1,3,4,4,2,1,2,5,4,4,2.909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.73
P00212,Individual,6,5,6,4,3,6,7,3,6,7,5,4,5,4,4,6,3,3,5,5,6,7,5,6,5.041666666666667,1,4,2,3,3,4,1,1,2,4,3,2.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.68
P00213,Individual,6,4,2,5,7,5,5,6,4,6,7,5,3,5,2,6,6,7,5,6,4,5,3,5,4.958333333333333,2,3,2,3,2,2,3,3,4,3,2,2.6363636363636362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.37
P00215,Individual,5,7,6,4,4,4,7,5,7,5,6,6,4,4,7,7,6,6,6,7,5,6,3,4,5.458333333333333,1,5,1,2,1,2,2,5,3,2,4,2.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.66
P00216,Individual,5,3,4,4,5,5,7,6,1,6,3,4,4,4,3,5,3,6,7,3,5,1,5,6,4.375,4,3,4,7,5,2,1,2,1,3,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.62
P00217,Individual,6,5,4,7,2,5,5,5,5,6,5,5,5,4,6,4,6,5,4,6,4,6,5,4,4.958333333333333,4,4,5,4,4,1,6,1,4,3,1,3.3636363636363638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.02
P00218,Individual,5,7,4,5,2,7,4,6,5,5,6,7,6,6,6,7,4,7,7,7,4,5,6,3,5.458333333333333,5,3,3,2,1,2,3,4,3,3,2,2.8181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.18
P00220,Individual,3,5,7,5,5,6,6,4,6,5,6,5,6,4,4,7,5,6,5,7,4,5,6,7,5.375,2,6,3,1,3,2,3,3,3,1,4,2.8181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.11
P00221,Individual,4,6,7,5,6,7,6,5,4,2,5,7,3,6,4,5,6,4,5,5,6,6,5,7,5.25,4,2,3,3,3,7,3,1,2,1,2,2.8181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.52
P00222,Individual,4,3,6,5,6,5,3,6,7,6,5,3,4,6,7,6,6,6,6,4,5,4,5,6,5.166666666666667,5,1,4,5,4,4,4,5,1,1,3,3.3636363636363638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.51
P00223,Individual,7,7,5,5,5,5,5,6,5,7,6,4,7,3,5,7,4,6,6,4,5,5,4,7,5.416666666666667,2,4,2,1,3,4,4,5,7,3,2,3.3636363636363638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.68
P00225,Individual,6,6,3,5,4,4,3,7,7,7,7,5,4,4,6,6,5,7,6,4,4,6,7,6,5.375,6,5,3,2,1,2,4,6,3,5,2,3.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.64
P00226,Individual,6,2,5,7,6,3,2,5,5,4,5,6,6,2,3,5,6,6,6,5,5,4,6,4,4.75,4,3,3,2,1,2,2,1,3,4,4,2.6363636363636362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.73
P00227,Individual,5,4,5,7,7,6,4,6,3,5,6,6,6,6,5,6,4,4,5,5,2,6,6,5,5.166666666666667,6,2,2,2,3,2,1,2,3,5,6,3.090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.87
P00228,Individual,4,4,5,7,5,3,4,6,6,5,6,2,5,6,4,4,2,7,4,6,6,7,5,4,4.875,3,5,3,1,1,1,4,2,2,2,3,2.4545454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.69
P00230,Individual,5,5,6,7,6,7,4,6,5,6,7,5,5,6,3,5,5,4,7,4,5,6,7,5,5.458333333333333,4,4,3,1,1,3,2,4,4,3,1,2.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.35
P00231,Individual,4,4,4,5,7,5,5,3,6,4,5,5,6,5,5,6,7,7,5,5,4,4,4,4,4.958333333333333,4,1,5,4,3,3,2,3,4,2,1,2.909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.57
P00232,Individual,6,3,4,4,4,5,5,4,4,5,5,5,7,6,3,6,6,5,3,5,5,3,3,5,4.625,2,2,3,1,2,4,2,1,2,1,3,2.090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.14
P00233,Individual,3,6,4,7,5,3,3,6,5,5,7,4,5,7,6,3,6,3,7,4,7,7,4,5,5.083333333333333,4,4,3,5,3,2,2,4,3,3,4,3.3636363636363638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.78
